operon_acc	operon_repacc	AgrA_repacc	AgrB_repacc	AgrC_repacc	CC	gp	fs
ERX1711224	ERX1711224	ERX1711224	ERX063815	ERX001214	CC8	gp1	0
ERX1711225	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711226	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711228	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711230	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711231	ERX1711231	ERX015344	ERX063815	ERX015556	Other	gp1	0
ERX1711232	ERX063983	ERX015878	ERX015893	ERX062451	CC15	gp2	0
ERX1711233	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1711234	ERX1711234	ERX1120597	SRX1884862	ERX062451	CC5	gp2	1
ERX1711235	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711236	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711238	ERX1711238	ERX015344	NA	ERX1711238	CC8	gp1	0
ERX1711239	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711241	ERX1711241	ERX015344	ERX015893	ERX1711241	CC5	gp2	0
ERX1711242	ERX015878	ERX015878	ERX015893	ERX062451	CC15	gp2	0
ERX1711243	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711244	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711245	ERX1711245	ERX015878	ERX063815	ERX1711245	Other	gp1	0
ERX1711247	ERX1711247	ERX015344	ERX047894	ERX1711247	CC1	gp3	1
ERX1711248	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711249	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711251	ERX1711251	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711252	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711253	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711255	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711256	ERX1405533	ERX015344	ERX063815	NA	CC8	gp1	1
ERX1711257	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
ERX1711258	ERX001254	ERX015344	ERX063815	ERX001254	CC8	gp1	0
ERX1711260	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1711261	ERX1711261	ERX015344	ERX1711261	ERX1711261	Other	gp1	0
ERX1711262	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711265	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711266	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1711267	ERX110369	ERX015344	ERX047894	ERX110369	CC1	gp3	0
ERX1711268	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711270	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711272	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711273	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711274	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711278	ERX1711278	ERX015344	ERX063815	ERX1711278	CC8	gp1	0
ERX1711279	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711280	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711281	ERX1711281	ERX015344	ERX015344	ERX1711281	CC22	gp1	0
ERX1711284	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711286	ERX1711286	ERX015344	ERX015308	ERX015308	Other	gp3	0
ERX1711287	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711288	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711289	ERX1174218	ERX015344	ERX062451	ERX1174218	CC5	gp2	0
ERX1711290	ERX010240	ERX015344	ERX015344	ERX010240	CC22	gp1	0
ERX1711292	ERX1711292	ERX015878	ERX015893	ERX1711292	CC15	gp2	0
ERX1711293	ERX1711293	ERX015878	ERX063815	ERX1711293	Other	gp1	0
ERX1711294	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711295	ERX015878	ERX015878	ERX015893	ERX062451	CC15	gp2	0
ERX1711296	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711297	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711298	ERX088544	ERX015344	ERX047894	ERX088544	Other	gp3	0
ERX1711299	ERX1120349	ERX015344	ERX047894	ERX047894	CC1	gp3	0
ERX1711300	ERX1711300	ERX1711300	ERX063815	ERX015556	Other	gp1	0
ERX1711302	ERX042879	ERX015344	ERX063815	ERX042879	CC8	gp1	0
ERX1711303	ERX1711303	ERX1711303	ERX015893	ERX062451	CC5	gp2	0
ERX1711304	ERX047894	ERX015344	ERX047894	ERX047894	CC1	gp3	0
ERX1711305	ERX030076	ERX015878	ERX063815	ERX030076	Other	gp1	0
ERX1711306	ERX087110	ERX015344	ERX087110	ERX1149974	CC95	gp4	0
ERX1711307	ERX1120349	ERX015344	ERX047894	ERX047894	CC1	gp3	0
ERX1711308	ERX087110	ERX015344	ERX087110	ERX1149974	CC95	gp4	0
ERX1711309	ERX1711309	ERX1711309	ERX015308	ERX047894	Other	gp3	0
ERX1711310	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711312	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711313	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711314	ERX1711314	ERX015878	ERX087059	ERX062451	Other	gp2	0
ERX1711315	ERX1711315	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711316	ERX1711316	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711318	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711319	ERX1711319	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711322	ERX1711322	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711323	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711326	ERX062422	ERX015344	ERX062422	ERX062422	Other	gp1	0
ERX1711327	ERX1711327	ERX015344	ERX015556	ERX1711327	CC45	gp1	0
ERX1711328	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711329	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711331	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711332	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711335	ERX1711335	ERX1711335	ERX015893	ERX062451	CC15	gp2	0
ERX1711337	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711339	ERX015871	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711340	ERX010240	ERX015344	ERX015344	ERX010240	CC22	gp1	0
ERX1711341	ERX050014	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711344	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711345	ERX062422	ERX015344	ERX062422	ERX062422	Other	gp1	0
ERX1711346	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711347	ERX010240	ERX015344	ERX015344	ERX010240	CC22	gp1	0
ERX1711348	ERX087096	ERX015878	ERX015893	ERX087096	CC15	gp2	0
ERX1711349	ERX062422	ERX015344	ERX062422	ERX062422	Other	gp1	0
ERX1711351	ERX087096	ERX015878	ERX015893	ERX087096	CC15	gp2	0
ERX1711353	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711354	ERX015893	ERX015344	ERX015893	ERX062451	Other	gp2	0
ERX1711355	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
ERX1711356	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711357	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711358	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711359	ERX1711359	ERX015344	ERX062365	ERX1711359	Other	gp4	1
ERX1711360	ERX088544	ERX015344	ERX047894	ERX088544	Other	gp3	0
ERX1711361	ERX1711361	ERX015344	ERX015556	ERX513372	CC45	gp1	0
ERX1711362	ERX1711362	ERX087024	ERX015556	ERX015556	CC45	gp1	0
ERX1711363	ERX1711363	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711364	ERX1711364	ERX015344	ERX063815	ERX1711364	CC8	gp1	0
ERX1711366	ERX086920	ERX015344	ERX063815	ERX030076	Other	gp1	0
ERX1711367	ERX015893	ERX015344	ERX015893	ERX062451	Other	gp2	0
ERX1711368	ERX1711368	ERX015878	ERX062452	ERX1711368	Other	gp3	0
ERX1711369	ERX1711369	ERX015878	ERX062452	ERX1711369	Other	gp3	0
ERX1711370	ERX1711370	ERX1711370	ERX015556	ERX384770	CC45	gp1	0
ERX1711371	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711372	ERX1711372	ERX015878	ERX015893	ERX1126792	CC15	gp2	0
ERX1711373	ERX062422	ERX015344	ERX062422	ERX062422	Other	gp1	0
ERX1711374	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711375	ERX015871	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711377	ERX1711377	ERX015344	ERX063815	ERX063815	Other	gp1	0
ERX1711378	ERX015878	ERX015878	ERX015893	ERX062451	CC15	gp2	0
ERX1711379	ERX1711379	ERX015344	ERX015893	ERX1711379	CC5	gp2	0
ERX1711380	ERX1711380	ERX015344	ERX062422	ERX062422	Other	gp1	0
ERX1711381	ERX1711381	NA	ERX062422	ERX062422	Other	gp1	0
ERX1711382	ERX1711382	ERX015878	ERX015893	ERX1126792	CC15	gp2	0
ERX1711383	ERX062422	ERX015344	ERX062422	ERX062422	Other	gp1	0
ERX1711385	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1711386	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711387	ERX1666398	ERX015878	ERX015893	ERX087096	CC15	gp2	0
ERX1711388	ERX1711388	ERX015344	ERX1711388	ERX001214	CC8	gp1	0
ERX1711389	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
ERX1711391	ERX1033534	ERX015344	ERX1033534	ERX1033534	Other	gp1	0
ERX1711392	ERX1711392	ERX015878	ERX063815	ERX1711392	Other	gp1	0
ERX1711393	ERX1711393	ERX015878	ERX015893	ERX1711393	CC15	gp2	0
ERX1711394	ERX015871	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711395	ERX140802	ERX015344	ERX1033583	ERX062422	Other	gp1	0
ERX1711396	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711397	ERX1711397	ERX015878	ERX015893	ERX1711397	CC15	gp2	0
ERX1711398	ERX1711398	ERX015344	ERX717797	SRX463680	CC5	gp2	1
ERX1711399	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711400	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711401	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711402	ERX063983	ERX015878	ERX015893	ERX062451	CC15	gp2	0
ERX1711403	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711404	ERX1711404	ERX087024	ERX015308	ERX015308	CC30	gp3	0
ERX1711405	ERX1711405	ERX015344	ERX047894	ERX1711405	CC1	gp3	0
ERX1711406	ERX015865	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711407	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711408	ERX1711408	ERX015878	ERX015893	ERX1126792	CC15	gp2	0
ERX1711409	ERX1711409	ERX015344	ERX015893	ERX1711409	CC5	gp2	0
ERX1711410	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711411	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711412	ERX030076	ERX015878	ERX063815	ERX030076	Other	gp1	0
ERX1711413	ERX1711413	ERX015344	ERX015556	ERX187600	CC45	gp1	1
ERX1711414	ERX1711414	ERX015344	ERX015556	ERX1711414	CC45	gp1	0
ERX1711415	ERX087096	ERX015878	ERX015893	ERX087096	CC15	gp2	0
ERX1711416	ERX1711416	ERX015344	ERX062422	ERX1711416	Other	gp1	0
ERX1711417	ERX015871	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711420	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711421	ERX1666398	ERX015878	ERX015893	ERX087096	CC15	gp2	0
ERX1711422	ERX015871	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711423	ERX047894	ERX015344	ERX047894	ERX047894	Other	gp3	0
ERX1711424	ERX1711424	ERX015878	ERX015893	ERX1711424	CC15	gp2	0
ERX1711425	ERX015889	ERX015344	ERX063815	ERX030076	Other	gp1	0
ERX1711426	ERX1711426	ERX015344	ERX015556	ERX1711426	CC45	gp1	0
ERX1711427	ERX016592	ERX015878	ERX015893	ERX016592	Other	gp2	0
ERX1711428	ERX015859	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711429	ERX1711429	ERX015344	ERX047894	NA	CC1	gp3	1
ERX1711430	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711431	ERX1711431	ERX015878	ERX063815	ERX1711431	Other	gp1	0
ERX1711432	ERX1711432	ERX1711432	ERX063815	ERX015556	Other	gp1	0
ERX1711433	ERX015871	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711434	ERX042878	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX1711435	ERX015871	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711436	ERX1711436	ERX015344	ERX047894	ERX1711436	CC1	gp3	0
ERX1711437	ERX1711437	ERX015344	ERX015308	ERX1711437	CC30	gp3	0
ERX1711438	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711439	ERX1711439	ERX015344	ERX015308	ERX110369	CC30	gp3	0
ERX1711440	ERX092338	ERX015344	ERX1149974	ERX1149974	CC95	gp4	0
ERX1711441	ERX042878	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX1711442	ERX1711442	ERX015344	ERX015893	ERX062451	Other	gp2	0
ERX1711443	ERX1711443	NA	ERX015893	ERX062451	CC5	gp2	1
ERX1711444	ERX087059	ERX015878	ERX087059	ERX062451	Other	gp2	0
ERX1711445	ERX015871	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711446	ERX1711446	NA	ERX015893	ERX062451	CC15	gp2	1
ERX1711448	ERX042878	ERX015878	ERX063815	ERX015556	Other	gp1	0
ERX1711449	ERX1711449	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1711450	ERX1711450	ERX015878	ERX015893	ERX2073717	CC15	gp2	0
ERX1711451	ERX094731	ERX015344	ERX015308	ERX047894	CC30	gp3	0
ERX1711452	ERX030076	ERX015878	ERX063815	ERX030076	Other	gp1	0
ERX1711453	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
ERX1711454	ERX1711454	ERX015344	ERX015893	ERX1711454	CC5	gp2	0
ERX1711455	ERX030076	ERX015878	ERX063815	ERX030076	Other	gp1	0
ERX1711456	ERX1711456	ERX015344	ERX015556	ERX1711456	Other	gp1	0
ERX1711457	ERX015344	ERX015344	ERX015344	ERX015344	CC22	gp1	0
ERX1711458	ERX1711458	ERX015344	ERX1033534	ERX1033534	Other	gp1	0
ERX1711459	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
ERX1711460	ERX094731	ERX015344	ERX015308	ERX047894	CC30	gp3	0
ERX1711461	ERX1711461	ERX015344	ERX047894	ERX1711461	CC1	gp3	0
ERX1745829	ERX1745829	ERX015344	ERX015308	ERX1745829	CC30	gp3	0
ERX1745831	ERX1745831	ERX686870	ERX015308	ERX015308	CC30	gp3	0
ERX1745832	ERX015859	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1745834	ERX015859	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1745835	ERX1745835	ERX015344	ERX015893	ERX1745835	CC5	gp2	0
ERX1745836	ERX1745835	ERX015344	ERX015893	ERX1745835	CC5	gp2	0
ERX1745837	ERX015859	ERX015344	ERX015308	ERX015308	CC30	gp3	0
ERX1745838	ERX1745835	ERX015344	ERX015893	ERX1745835	CC5	gp2	0
ERX1745839	ERX1745835	ERX015344	ERX015893	ERX1745835	CC5	gp2	0
ERX1745840	ERX1745835	ERX015344	ERX015893	ERX1745835	CC5	gp2	0
ERX1751626	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1751627	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1751628	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1751629	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1751630	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1751652	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1751654	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1751656	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1751657	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770104	ERX1770104	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770105	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770106	ERX1770106	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770107	ERX1033534	ERX015344	ERX1033534	ERX1033534	Other	gp1	0
ERX1770108	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770109	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770110	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770111	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770112	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770113	ERX1033534	ERX015344	ERX1033534	ERX1033534	Other	gp1	0
ERX1770114	ERX138299	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770115	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770116	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770117	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770118	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770119	ERX1033534	ERX015344	ERX1033534	ERX1033534	Other	gp1	0
ERX1770120	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770121	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770122	ERX1770122	ERX187563	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770123	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770124	ERX1770124	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770125	ERX1770125	ERX015344	ERX1033534	ERX1770125	CC398	gp1	1
ERX1770126	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770127	ERX1033534	ERX015344	ERX1033534	ERX1033534	Other	gp1	0
ERX1770128	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770129	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770130	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770131	ERX1770125	ERX015344	ERX1033534	ERX1770125	CC398	gp1	1
ERX1770132	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770133	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770134	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770135	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770136	ERX1770136	NA	ERX1033534	ERX1033534	CC398	gp1	1
ERX1770137	ERX1770137	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770138	ERX138299	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770139	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770140	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770141	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770142	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770143	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770144	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770145	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770146	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770147	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770148	ERX1770148	ERX015344	ERX1033534	ERX1770148	CC398	gp1	0
ERX1770149	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770150	ERX1033534	ERX015344	ERX1033534	ERX1033534	Other	gp1	0
ERX1770151	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770152	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770153	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770154	ERX1770154	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770155	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770156	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770157	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770158	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770159	ERX1770159	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770160	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770161	ERX138299	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770162	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770163	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770164	ERX1033534	ERX015344	ERX1033534	ERX1033534	Other	gp1	0
ERX1770165	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770166	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770168	ERX1770168	ERX015344	ERX1033534	ERX1770168	CC398	gp1	0
ERX1770169	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770170	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770171	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770172	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770173	ERX1770173	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770174	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770175	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770176	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770177	ERX138299	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770178	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770179	ERX1770179	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770180	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770181	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770182	ERX138299	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770183	ERX138299	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770184	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770185	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770186	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770187	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770188	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770189	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770190	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770191	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770192	ERX138299	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770193	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770194	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770195	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770196	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770197	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770198	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770199	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770200	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770201	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770202	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770203	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770204	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770205	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770206	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770207	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770208	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770209	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770210	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770211	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770212	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770213	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770214	ERX1770214	ERX085329	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770215	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770216	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770217	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
ERX1770218	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
